Lista;Grupo;FamIlia;Especie.Simplificado;NomeComum;CategoriaAmeaCa;Status;Bioma;PrincipaisAmeacas;PresencaAreasProtegidas;PAN;OrdenamentoPesqueiro ;Nivel.Protecao.Estrategia.Nacional;Especie.exclusiva.Brasil;EstadosOcorrencia
Flora;Angiospermas;Poaceae;Chusquea baculifera;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras;Sim;Não;Não;2;Sim;"ES; MG"
Flora;Angiospermas;Poaceae;Chusquea erecta;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Poaceae;Chusquea heterophylla;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Queimadas;Sim;Sim;Não;3;Sim;"MG; RJ; SP"
Flora;Angiospermas;Poaceae;Chusquea pulchella;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; RJ; SP"
Flora;Angiospermas;Poaceae;Chusquea tenuiglumis;-;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"MG; SP; SC"
Fauna;Aves;Turdidae;Cichlopsis leucogenys;Sabiá-castanho;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"BA; ES; MG"
Fauna;Aves;Furnariidae;Cinclodes espinhacensis;pedreiro-do-espinhaço;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Mineracao; Outras Atividades Econômicas:Turismo; Queimadas";Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Lauraceae;Cinnamomum erythropus;-;Em Perigo (EN);EN;Cerrado;Mineração, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;3;Informação não disponível;MG
Flora;Angiospermas;Lauraceae;Cinnamomum hatschbachii;-;Vulnerável (VU);VU;Mata Atlântica;Agropecuária, Plantação de Madereiras;Sim;Não;Não;2;Sim;"PR; SC"
Flora;Angiospermas;Lauraceae;Cinnamomum quadrangulum;-;Vulnerável (VU);VU;Cerrado;Mineração;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Cactaceae;Cipocereus bradei;Quiabo-da-lapa;Vulnerável (VU);VU;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos), Distribuição Restrita, Extração Direta;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Cactaceae;Cipocereus crassisepalus;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Cactaceae;Cipocereus laniflorus;-;Em Perigo (EN);EN;Mata Atlântica;Distribuição Restrita;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Cactaceae;Cipocereus minensis;Rabo-de-raposa, Quiabo-da-lapa, Quiabo-do-inferno;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Queimadas, Mineração;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Cactaceae;Cipocereus pusilliflorus;-;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";Distribuição Restrita, Baixa Densidade;Sim;Sim;Não;3;Sim;MG
Fauna;Aves;Accipitridae;Circus cinereus;Gavião-cinza;Vulnerável (VU);VU;Pampa;"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mineracao; Poluição; Queimadas";Sim;Sim;Não;4;Não;RS
Flora;Angiospermas;Orchidaceae;Cirrhaea fuscolutea;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; RJ; SP; PR; RS; SC"
Flora;Angiospermas;Orchidaceae;Cirrhaea loddigesii;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"ES; RJ; SP; PR; SC; RS"
Flora;Angiospermas;Orchidaceae;Cirrhaea longiracemosa;-;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;"BA; MG; ES; SP; RJ; PR; SC; "
Flora;Angiospermas;Vitaceae;Cissus apendiculata;-;Em Perigo (EN);EN;"Amazônia; Cerrado";Mineração;Sim;Não;Não;2;Sim;"PA; TO MA"
Flora;Angiospermas;Vitaceae;Cissus inundata;-;Vulnerável (VU);VU;Cerrado;Plantação de Madereiras, Mineração;Sim;Sim;Não;2;Informação não disponível;DF
Flora;Angiospermas;Verbenaceae;Citharexylum obtusifolium;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Informação não disponível;"BA; ES"
Fauna;Aves;Columbidae;Claravis geoffroyi;Pararu-espelho;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;"Cerrado; Mata Atlântica";"Agropecuária; Ameaca Desconhecida; Extracao Florestal";Sim;Sim;Não;3;Não;"BA; ES; MG; PR; RJ; SC; SP"
Flora;Angiospermas;Orchidaceae;Cleistes aphylla;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;3;Sim;"GO; DF; MG; PR"
Flora;Angiospermas;Clusiaceae;Clusia aemygdioi;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos), Plantação de Madereiras;Sim;Não;Não;2;Sim;ES
Fauna;Peixes Continentais;Poeciliidae;Cnesterodon carnegiei;Barrigudinho ;Vulnerável (VU);VU;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;PR
Fauna;Peixes Continentais;Poeciliidae;Cnesterodon hypselurus;Barrigudinho ;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;PR
Fauna;Peixes Continentais;Poeciliidae;Cnesterodon iguape;Guarú-de-apiaí;Criticamente em Perigo (CR);CR;Mata Atlântica;"Mineracao; Poluição";Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Poeciliidae;Cnesterodon omorgmatos;Barrigudinho;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Não;1;Sim;PR
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium bezerra;Besouro;Vulnerável (VU);VU;Cerrado;Queimadas;Sim;Sim;Não;3;Sim;GO
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium caatinga;Besouro;Em Perigo (EN);EN;Caatinga;"Agropecuária; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem";Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium cessaima;Besouro;Criticamente em Perigo (CR);CR;Caatinga;"Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium formoso;Besouro;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium pains;Besouro;Em Perigo (EN);EN;Cerrado;"Agropecuária; Especies Exoticas; Mineracao";Não;Sim;Não;2;Sim;MG
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium ricardoi;Besouro;Criticamente em Perigo (CR);CR;Mata Atlântica;Outras Atividades Econômicas:Turismo;Não;Não;Não;1;Sim;PR
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium tapiaguassu;Besouro;Criticamente em Perigo (CR);CR;Amazônia;Mineracao;Não;Não;Não;1;Sim;PR
Fauna;Invertebrados Terrestres;Carabidae;Coarazuphium tessai;Besouro;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Turismo;Não;Não;Não;1;Sim;BA
Flora;Angiospermas;Gesneriaceae;Codonanthe carnosa;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"ES; MG; RJ; SP"
Flora;Angiospermas;Gesneriaceae;Codonanthe venosa;-;Vulnerável (VU);VU;Mata Atlântica;Vazio;Sim;Não;Não;2;Informação não disponível;"SP; RJ"
Flora;Angiospermas;Orchidaceae;Codonorchis canisioi;-;Criticamente em Perigo (CR);CR;Pampa;Mudanças na Dinâmica das Espécies Nativas;Não;Não;Não;2;Sim;RS
Fauna;Mamíferos;Erethizontidae;Coendou speratus;Coandu-mirim;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Florestal; Queimadas";Sim;Não;Não;1;Sim;"AL; PE"
Flora;Angiospermas;Poaceae;Colanthelia macrostachya;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"RJ; SP"
Flora;Angiospermas;Cactaceae;Coleocephalocereus buxbaumianus subsp. flavisetus;-;Vulnerável (VU);VU;Mata Atlântica;Mineração;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Cactaceae;Coleocephalocereus purpureus;-;Em Perigo (EN);EN;Caatinga;Distribuição Restrita, Extração Direta, Agropecuária, Mineração;Não;Sim;Não;2;Sim;MG
Fauna;Répteis;Sphaerodactylidae;Coleodactylus natalensis;Lagarto-de-folhiço;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;RN
Flora;Angiospermas;Rhamnaceae;Colletia exserta;"Coroa de Cristo; Quina; Quina-cruzeiro; Quina de Porto Alegre";Em Perigo (EN);EN;"Mata Atlântica; Pampa";Plantação de Madereiras, Agropecuária;Sim;Não;Não;2;Não;"RS; SC"
Flora;Angiospermas;Rhamnaceae;Colletia paradoxa;"Cruzeiro; Cura-manoel; Curo Curro; Quina do campo";Em Perigo (EN);EN;"Mata Atlântica; Pampa";Vazio;Sim;Sim;Não;2;Não;"RS; SC; PR"
Fauna;Répteis;Gymnophthalmidae;Colobodactylus dalcyanus;Lagartinho-do-folhedo;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;2;Sim;"MG; RJ; SP"
Flora;Angiospermas;Asteraceae;Cololobus longiangustatus;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Angiospermas;Asteraceae;Cololobus rupestris;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Queimadas;Sim;Não;Não;2;Sim;"ES; RJ; MG"
Fauna;Aves;Columbidae;Columbina cyanopis;Rolinha-do-planalto;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Cerrado;Agropecuária;Sim;Sim;Não;3;Sim;"GO; MT; SP"
Flora;Angiospermas;Eriocaulaceae;Comanthera bahiensis;-;Em Perigo (EN);EN;"Caatinga; Cerrado";Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária;Sim;Sim;Não;2;Sim;BA
Flora;Angiospermas;Eriocaulaceae;Comanthera brasiliana;-;Criticamente em Perigo (CR);CR;Cerrado;Extração Direta, Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Não;Sim;Não;2;Sim;MG
Flora;Angiospermas;Eriocaulaceae;Comanthera elegans;-;Em Perigo (EN);EN;Cerrado;Extração Direta;Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Eriocaulaceae;Comanthera harleyi;-;Vulnerável (VU);VU;"Cerrado; Caatinga";Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;BA
Flora;Angiospermas;Eriocaulaceae;Comanthera mucugensis;Sempre-viva de Mucugê;Em Perigo (EN);EN;"Caatinga; Cerrado";Queimadas, Agropecuária, Extração Direta;Sim;Sim;Não;2;Sim;BA
Flora;Angiospermas;Combretaceae;Combretum rupicola;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;PE
Flora;Angiospermas;Rutaceae;Conchocarpus bellus;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Não;Não;Não;1;Sim;ES
Flora;Angiospermas;Rutaceae;Conchocarpus cauliflorus;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Rutaceae;Conchocarpus marginatus;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Rhamnaceae;Condalia buxifolia;"Coronilha; Folha-de-buxo";Em Perigo (EN);EN;"Mata Atlântica; Pampa";Perda de Habitat/Degradação (Induzida por Humanos), Plantação de Madereiras;Sim;Não;Não;2;Não;"BA; RJ RS; SC"
Fauna;Invertebrados Aquáticos;Actiniidae;Condylactis gigantea;Anêmona-gigante;Em Perigo (EN);EN;Marinho;"Extracao Direta:Remocao De Corais; Mineracao; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Não;"BA; ES; RJ"
Fauna;Aves;Conopophagidae;Conopophaga lineata cearae;Chupa-dente;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"AL; BA; CE; PB; PE; RN; SE"
Fauna;Aves;Conopophagidae;Conopophaga lineata lineata;Chupa-dente;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Extracao Florestal";Sim;Sim;Não;2;Sim;BA
Fauna;Aves;Conopophagidae;Conopophaga melanops nigrifrons;Cuspidor-de-máscara-preta;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"AL; PB; PE"
Fauna;Peixes Continentais;Pimelodidae;Conorhynchos conirostris;Pirá-tamanduá;Em Perigo (EN);EN;Cerrado;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Não;Sim;Sim;1;Sim;"AL; BA; MG; PE"
Fauna;Aves;Thraupidae;Conothraupis mesoleuca;Tiê-bicudo;Em Perigo (EN);EN;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Sim;Sim;Não;3;Sim;"GO; MS; MT; PA"
Flora;Angiospermas;Orchidaceae;Constantia cipoensis;-;Criticamente em Perigo (CR);CR;Cerrado;Extração Direta, Queimadas;Sim;Sim;Não;3;Sim;MG
Fauna;Répteis;Teiidae;Contomastix vacariensis;Lagartixa-pintada, Lagartinho-pintado e Lagartinho-de-Vacaria;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Mudanca Na Dinamica Das Especies Nativas; Queimadas";Sim;Sim;Não;2;Sim;"PR; RS; SC"
Fauna;Invertebrados Terrestres;Dytiscidae;Copelatus cessaima;Besouro-mergulhador, Besouro d'água;Criticamente em Perigo (CR);CR;Amazônia;Mineracao;Sim;Não;Não;2;Sim;PA
Flora;Angiospermas;Orchidaceae;Coppensia macronyx;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;"PR; SC; RS"
Flora;Angiospermas;Orchidaceae;Coppensia majevskyi;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Turismo/Recreação;Sim;Não;Não;2;Sim;ES
Fauna;Peixes Continentais;Characidae;Coptobrycon bilineatus;Piquira-de-duas-listras;Vulnerável (VU);VU;Mata Atlântica;"Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;2;Sim;SP
Fauna;Répteis;Boidae;Corallus cropanii;Jibóia-amarela;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Extracao Florestal";Sim;Sim;Não;4;Sim;SP
Fauna;Peixes Continentais;Loricariidae;Corumbataia britskii;Cascudinho;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MS
Fauna;Invertebrados Aquáticos;Metaniidae;Corvomeyenia epilithosa;Esponja;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;RS
Fauna;Peixes Continentais;Callichthyidae;Corydoras lacerdai;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Sim;3;Sim;BA
Fauna;Aves;Thraupidae;Coryphaspiza melanotis;Tico-tico-de-máscara-negra;Em Perigo (EN);EN;"Amazônia; Cerrado; Pantanal";"Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia; Queimadas";Sim;Sim;Não;4;Não;"AM; BA; DF; GO; MG; MS; MT; PA; PR; RO; SP"
Fauna;Aves;Furnariidae;Coryphistera alaudina;Corredor-crestudo;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Extracao Florestal";Sim;Sim;Não;2;Não;RS
Fauna;Invertebrados Aquáticos;Asteriidae;Coscinasterias tenuispina;Estrela-do-mar;Vulnerável (VU);VU;Marinho;"Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Aves;Cotingidae;Cotinga maculata;Crejoá;Criticamente em Perigo (CR);CR;Mata Atlântica;"Extracao Direta:Caça/Pesca; Extracao Florestal; Queimadas";Sim;Sim;Não;4;Sim;"BA; ES; MG; RJ"
Flora;Angiospermas;Chrysobalanaceae;Couepia belemii;milho torrado;Vulnerável (VU);VU;Mata Atlântica;Agropecuária, Extração de Madeira, Plantação de Madereiras;Sim;Não;Não;2;Sim;"BA; ES"
Flora;Angiospermas;Chrysobalanaceae;Couepia carautae;milho torrado;Em Perigo (EN);EN;Mata Atlântica;Plantação de Madereiras, Agropecuária;Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Angiospermas;Chrysobalanaceae;Couepia joaquinae;-;Criticamente em Perigo (CR);CR;Amazônia;Agropecuária, Mineração;Sim;Não;Não;2;Sim;AP
Flora;Angiospermas;Chrysobalanaceae;Couepia leitaofilhoi;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Chrysobalanaceae;Couepia meridionalis;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Chrysobalanaceae;Couepia schottii;"oiti boi; milho torrado da folha larga";Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades, Distúrbio Humano, Agropecuária;Sim;Não;Não;2;Sim;"BA; ES; RJ"
Flora;Angiospermas;Lecythidaceae;Couratari asterotricha;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Informação não disponível;"ES; RJ"
Flora;Angiospermas;Lecythidaceae;Couratari pyramidata;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Rubiaceae;Coussarea bocainae;-;Em Perigo (EN);EN;Mata Atlântica;Turismo/Recreação;Sim;Não;Não;2;Sim;"SP; RJ"
Fauna;Aves;Furnariidae;Cranioleuca muelleri;João-escamoso;Vulnerável (VU);VU;Amazônia;"Agropecuária; Extracao Florestal";Sim;Não;Não;2;Sim;"AM; AP; PA"
Flora;Angiospermas;Crassulaceae;Crassula peduncularis;-;Criticamente em Perigo (CR);CR;Pampa;Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos), Espécies Invasoras;Não;Não;Não;1;Não;"RS; SC"
Fauna;Aves;Cracidae;Crax blumenbachii;Mutum-de-bico-vermelho;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Florestal; Queimadas";Sim;Não;Não;4;Sim;"BA; ES; MG; RJ"
Fauna;Aves;Cracidae;Crax fasciolata pinima;Mutum-pinima;Criticamente em Perigo (CR);CR;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;3;Sim;"MA; PA"
Fauna;Aves;Cracidae;Crax globulosa;Mutum-de-fava;Em Perigo (EN);EN;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal";Sim;Não;Não;3;Não;"AM; RO"
Fauna;Peixes Continentais;Characidae;Creagrutus varii;Lambari ;Vulnerável (VU);VU;Cerrado;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"GO; MG"
Fauna;Peixes Continentais;Cichlidae;Crenicichla cyclostoma;Desconhecido;Criticamente em Perigo (CR);CR;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;"PA; TO"
Fauna;Peixes Continentais;Cichlidae;Crenicichla empheres;Joana;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;"RS; SC"
Fauna;Peixes Continentais;Cichlidae;Crenicichla hadrostigma;Joana;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Não;"RS; SC"
Fauna;Peixes Continentais;Cichlidae;Crenicichla heckeli;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;PA
Fauna;Peixes Continentais;Cichlidae;Crenicichla jegui;Jacundá;Em Perigo (EN);EN;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;"GO; MT; PA; TO"
Fauna;Peixes Continentais;Cichlidae;Crenicichla jupiaensis;Joaninha;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Não;"MS; PR; SP"
Fauna;Peixes Continentais;Cichlidae;Crenicichla urosema;Sabãozinho;Em Perigo (EN);EN;Amazônia;"Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;PA
Fauna;Anfíbios;Hylodidae;Crossodactylus dantei;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais; Extracao Florestal";Sim;Sim;Não;2;Sim;AL
Fauna;Anfíbios;Hylodidae;Crossodactylus lutzorum;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais; Extracao Florestal";Sim;Sim;Não;2;Sim;BA
Flora;Angiospermas;Euphorbiaceae;Croton leptobotryus;-;Vulnerável (VU);VU;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;"MG; GO; SP"
Flora;Angiospermas;Bromeliaceae;Cryptanthus burle-marxii;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;PE
Flora;Angiospermas;Bromeliaceae;Cryptanthus capitatus;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus caracensis;-;Criticamente em Perigo (CR);CR;Cerrado;Distribuição Restrita, Queimadas;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Bromeliaceae;Cryptanthus caulescens;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus coriaceus;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; ES"
Flora;Angiospermas;Bromeliaceae;Cryptanthus dorothyae;-;Em Perigo (EN);EN;Mata Atlântica;Desenvolvimento e Infraestrutura;Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Angiospermas;Bromeliaceae;Cryptanthus exaltatus;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus fernseeoides;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Não;Não;Não;1;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus fosterianus;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;PE
Flora;Angiospermas;Bromeliaceae;Cryptanthus glazioui;-;Criticamente em Perigo (CR);CR;Cerrado;Mineração;Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Bromeliaceae;Cryptanthus maritimus;-;Em Perigo (EN);EN;Mata Atlântica;Desenvolvimento e Infraestrutura;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus minarum;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;MG
Flora;Angiospermas;Bromeliaceae;Cryptanthus odoratissimus;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Não;Não;Não;1;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus pseudoscaposus;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus roberto-kautskyi;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Não;Não;Não;1;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus scaposus;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Não;Não;Não;1;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus whitmanii;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Não;Não;Não;1;Sim;ES
Flora;Angiospermas;Bromeliaceae;Cryptanthus zonatus;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Extração de Não Madereiras;Sim;Não;Não;2;Sim;"AL; PE; RN; SE"
Fauna;Invertebrados Terrestres;Cryptopidae;Cryptops (Cryptops) spelaeoraptor;Lacraia, centopeia;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Cryptopidae;Cryptops (Trigonocryptops) iporangensis;Lacraia, centopeia;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Turismo;Não;Não;Não;1;Sim;SP
