Supplied Name	guid	scientificName	family	kingdom	family_1	status	statusSource	year
Chionolaena wittigiana Baker in Martius	335307	Chionolaena wittigiana	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Huperzia christii (Silveira) Holub	348203	Huperzia christii	Lycopodiaceae		Lycopodiaceae	CR	Criticamente em Perigo	2008
Vernonia scaposa G.M. Barroso	373105	Vernonia scaposa	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Griffinia aracensis Ravenna	283766	Griffinia aracensis	Amaryllidaceae		Amaryllidaceae	CR	Criticamente em Perigo	2008
Alstroemeria stenophylla M.C.Assis	369583	Alstroemeria stenophylla	Alstroemeriaceae		Alstroemeriaceae	CR	Criticamente em Perigo	2008
Pecari tajacu (Linnaeus, 1758)	130576	Pecari tajacu	Tayassuidae		Pecari tajacu	VU	Vulnerável	2010
Sporophila palustris (Barrows, 1883)	138947	Sporophila palustris	Thraupidae		Sporophila palustris	CR	Criticamente em Perigo	2010
Habranthus irwinianus Ravenna	351731	Habranthus irwinianus	Amaryllidaceae		Amaryllidaceae	VU	Vulnerável	2008
Ozotoceros bezoarticus (Linnaeus, 1758)	200018	Ozotoceros bezoarticus	Cervidae		Ozotoceros bezoarticus	EN	Em Perigo	2010
Rhynchospora nanuzae Rocha & Luceño	316057	Rhynchospora nanuzae	Cyperaceae		Cyperaceae	VU	Vulnerável	2008
Adiantum concinnum Humb. & Bonpl. ex Willd.	349503	Adiantum concinnum	Pteridaceae		Pteridaceae	CR	Criticamente em Perigo	2008
Paepalanthus perbracchiatus Silveira	317161	Paepalanthus perbracchiatus	Eriocaulaceae		Eriocaulaceae	EX	EX	2008
Actinocephalus ciliatus (Bong.) Sano	356799	Actinocephalus ciliatus	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Allagoptera leucocalyx (Drude) Kuntze	311287	Allagoptera leucocalyx	Arecaceae		Arecaceae	VU	Vulnerável	2008
Notharchus swainsoni (Gray, 1846)	246617	Notharchus swainsoni	Bucconidae		Notharchus swainsoni	CR	Criticamente em Perigo	2010
Minaria semirii (Fontella) T.U.P.Konno & Rapini	339940	Minaria semirii	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Sophronitis jongheana (Rchb.f.) Van den Berg & M.W.Chase	348224	Sophronitis jongheana	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Encholirium luxor L.B.Sm. & R.W.Read	308236	Encholirium luxor	Bromeliaceae		Bromeliaceae	CR	Criticamente em Perigo	2008
Actinocephalus cipoensis (Silveira) Sano	316356	Actinocephalus cipoensis	Eriocaulaceae		Eriocaulaceae	EX	EX	2008
Hippeastrum aulicum (Ker Gawler) Herb.	369760	Hippeastrum aulicum	Amaryllidaceae		Amaryllidaceae	VU	Vulnerável	2008
Bulbophyllum pabstii Garay	347353	Bulbophyllum pabstii	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Arthrocereus rondonianus Backeb. & Voll	367442	Arthrocereus rondonianus	Cactaceae		Cactaceae	EN	Em Perigo	2008
Cavanillesia arborea K.Schum.	303173	Cavanillesia arborea	Malvaceae		Malvaceae	VU	Vulnerável	2008
Jacquemontia revoluta R.S.Bianchini	315733	Jacquemontia revoluta	Convolvulaceae		Convolvulaceae	EN	Em Perigo	2008
Burlemarxia spiralis (L. B. Sm. & Ayensu) N. L. Menezes & Semir	350691	Burlemarxia spiralis	Velloziaceae		Velloziaceae	EN	Em Perigo	2008
Nothura minor (Spix, 1825)	139630	Nothura minor	Tinamidae		Nothura minor	EN	Em Perigo	2010
Stygichthys typhlops Brittan & Böhlke, 1965	264556	Stygichthys typhlops	Characidae		Stygichthys typhlops	CR	Criticamente em Perigo	2010
Stevia camporum Baker	379961	Stevia camporum	Asteraceae		Asteraceae	VU	Vulnerável	2008
Stachytarpheta confertifolia Moldenke	351223	Stachytarpheta confertifolia	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Mikania reticulata Gardner	285528	Mikania reticulata	Asteraceae		Asteraceae	VU	Vulnerável	2008
Callithrix aurita (É. Geoffroy in Humboldt, 1812)	124614	Callithrix aurita	Callitrichidae		Callithrix aurita	EN	Em Perigo	2010
Oncidium gracile Lindl.	347941	Oncidium gracile	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Cinnamomum quadrangulum Kosterm.	320726	Cinnamomum quadrangulum	Lauraceae		Lauraceae	EN	Em Perigo	2008
Cissus inundata (Baker) Planch.	351389	Cissus inundata	Vitaceae		Vitaceae	VU	Vulnerável	2008
Anthurium leonii E.G.Gonç.	324274	Anthurium leonii	Araceae		Araceae	CR	Criticamente em Perigo	2008
Doryopteris rufa Brade	349790	Doryopteris rufa	Pteridaceae		Pteridaceae	EN	Em Perigo	2008
Spizaetus tyrannus (Wied, 1820)	178817	Spizaetus tyrannus	Accipitridae		Spizaetus tyrannus	EN	Em Perigo	2010
Sophronitis crispata (Thunb.) Van den Berg & M.W.Chase	348199	Sophronitis crispata	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Chionanthus subsessilis (Eichler) P.S.Green	342127	Chionanthus subsessilis	Oleaceae		Oleaceae	EN	Em Perigo	2008
Alouatta guariba guariba (Humboldt, 1812)	137863	Alouatta guariba guariba	Atelidae		Alouatta guariba guariba	CR	Criticamente em Perigo	2010
Philodendron curvilobum Schott	324534	Philodendron curvilobum	Araceae		Araceae	CR	Criticamente em Perigo	2008
Stachytarpheta itambensis Atkins	369043	Stachytarpheta itambensis	Verbenaceae		Verbenaceae	VU	Vulnerável	2008
Philodendron vargealtense Sakuragui	324639	Philodendron vargealtense	Araceae		Araceae	CR	Criticamente em Perigo	2008
Pseudotrimezia elegans Ravenna	320323	Pseudotrimezia elegans	Iridaceae		Iridaceae	CR	Criticamente em Perigo	2008
Rhamphophryne proboscidea (Boulenger, 1882)						VU	Vulnerável	2010
Henochilus wheatlandii Garman, 1890	215343	Henochilus wheatlandii	Bryconidae		Henochilus wheatlandii	CR	Criticamente em Perigo	2010
Cephaloziella granatensis (J.B. Jack) Fulford	363589	Cephaloziella granatensis	Cephaloziellaceae		Cephaloziellaceae	EN	Em Perigo	2008
Stachytarpheta crassifolia minasensis S. Atkins	369024	Stachytarpheta crassifolia subsp. minasensis	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Ceradenia capillaris (Desv.) L.E.Bishop	348758	Ceradenia capillaris	Polypodiaceae		Polypodiaceae	CR	Criticamente em Perigo	2008
Panicum brachystachyum Trin.	348738	Panicum brachystachyum	Poaceae		Poaceae	CR	Criticamente em Perigo	2008
Microlicia amplexicaulis Cogn.	359607	Microlicia amplexicaulis	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Harpia harpyja (Linnaeus, 1758)	210222	Harpia harpyja	Accipitridae		Harpia harpyja	CR	Criticamente em Perigo	2010
Argyrochosma nivea var. flava (Poir.) Windhan	349679	Argyrochosma nivea var. flava	Pteridaceae		Pteridaceae	CR	Criticamente em Perigo	2008
Aspilia warmingii Baker	311876	Aspilia warmingii	Asteraceae		Asteraceae	EN	Em Perigo	2008
Micropygia schomburgkii (Schomburgk, 1848)	211735	Micropygia schomburgkii	Rallidae		Micropygia schomburgkii	EN	Em Perigo	2010
Ditassa obscura (E.Fourn.) Farinaccio & T.U.P.Konno	311503	Ditassa obscura	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Tinamus solitarius (Vieillot, 1819)	265270	Tinamus solitarius	Tinamidae		Tinamus solitarius	EN	Em Perigo	2010
Xyris aurea L. B. Sm. & Downs	351489	Xyris aurea	Xyridaceae		Xyridaceae	VU	Vulnerável	2008
Hippeastrum striatum (Lam.) Moore	369804	Hippeastrum striatum	Amaryllidaceae		Amaryllidaceae	EN	Em Perigo	2008
Aechmea bambusoides L. B. Sm. & Reitz	326707	Aechmea bambusoides	Bromeliaceae		Bromeliaceae	EN	Em Perigo	2008
Physocalyx major Mart.	329390	Physocalyx major	Orobanchaceae		Orobanchaceae	VU	Vulnerável	2008
Harttia leiopleura Oyakawa, 1993	172601	Harttia leiopleura	Loricariidae		Harttia leiopleura	VU	Vulnerável	2010
Drymonia serrulata (Jacq.) Martius	332920	Drymonia serrulata	Gesneriaceae		Gesneriaceae	VU	Vulnerável	2008
Cipocereus minensis minensis F.Ritter	367586	Cipocereus minensis subsp. minensis	Cactaceae		Cactaceae	EN	Em Perigo	2008
Chresta exsucca DC.	312030	Chresta exsucca	Asteraceae		Asteraceae	VU	Vulnerável	2008
Ipomoea daturiflora Meisn.	330513	Ipomoea daturiflora	Convolvulaceae		Convolvulaceae	EN	Em Perigo	2008
Actinocephalus robustus (Silveira) Sano	316394	Actinocephalus robustus	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Microlicia canastrensis Naudin	322233	Microlicia canastrensis	Melastomataceae		Melastomataceae	EN	Em Perigo	2008
Culicivora caudacuta (Vieillot, 1818)	149252	Culicivora caudacuta	Tyrannidae		Culicivora caudacuta	VU	Vulnerável	2010
Adenocalymma ackermannii Bureau & K.Schum.	381106	Adenocalymma ackermannii	Bignoniaceae		Bignoniaceae	EN	Em Perigo	2008
Grammitis leptopoda (C.H. Wright) Copel.	348857	Grammitis leptopoda	Polypodiaceae		Polypodiaceae	VU	Vulnerável	2008
Hyptis piranii Harley	308878	Hyptis piranii	Lamiaceae		Lamiaceae	VU	Vulnerável	2008
Hymenophyllum sampaioanum Brade & Rosenst.	347750	Hymenophyllum sampaioanum	Hymenophyllaceae		Hymenophyllaceae	VU	Vulnerável	2008
Pteroglossus castanotis Gould, 1834	148888	Pteroglossus castanotis	Ramphastidae		Pteroglossus castanotis	EN	Em Perigo	2010
Neomarica longifolia Link & Otto) Sprague	359444	Neomarica longifolia	Iridaceae		Iridaceae	EN	Em Perigo	2008
Onycorhynchus swainsoni (Pelzeln, 1858)	188274	Onychorhynchus swainsoni	Onychorhynchidae		Onychorhynchus swainsoni	CR	Criticamente em Perigo	2010
Syngonanthus magnificus Giul.	332403	Syngonanthus magnificus	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Alstroemeria monticola Mart. ex Schult. & Schult.f.	283593	Alstroemeria monticola	Alstroemeriaceae		Alstroemeriaceae	CR	Criticamente em Perigo	2008
Mikania warmingii Sch. Bip.	325770	Mikania warmingii	Asteraceae		Asteraceae	VU	Vulnerável	2008
Scinax ranki (Andrade e Cardoso, 1987)	186979	Scinax ranki	Hylidae		Scinax ranki	VU	Vulnerável	2010
Euphorbia attastoma Rizzini	308690	Euphorbia attastoma	Euphorbiaceae		Euphorbiaceae	VU	Vulnerável	2008
Carpornis melanocephala (Wied, 1820)	187043	Carpornis melanocephala	Cotingidae		Carpornis melanocephala	CR	Criticamente em Perigo	2010
Triclaria malachitacea (Spix, 1824)	175361	Triclaria malachitacea	Psittacidae		Triclaria malachitacea	CR	Criticamente em Perigo	2010
Mascagnia velutina C.E. Anderson	336055	Mascagnia velutina	Malpighiaceae		Malpighiaceae	VU	Vulnerável	2008
Sporophila maximiliani (Cabanis, 1851)	170424	Sporophila maximiliani	Thraupidae		Sporophila maximiliani	CR	Criticamente em Perigo	2010
Philodendron hastatum C.Koch & Sello	324552	Philodendron hastatum	Araceae		Araceae	VU	Vulnerável	2008
Elephantopus palustris Gardner	285189	Elephantopus palustris	Asteraceae		Asteraceae	VU	Vulnerável	2008
Agalinis itambensis V.C.Souza & S.I.Elias	329341	Agalinis itambensis	Orobanchaceae		Orobanchaceae	CR	Criticamente em Perigo	2008
Calliandra carrascana Barneby	322607	Calliandra carrascana	Fabaceae		Fabaceae	VU	Vulnerável	2008
Monasa morphoeus (Hahn & Küster, 1823)	215495	Monasa morphoeus	Bucconidae		Monasa morphoeus	CR	Criticamente em Perigo	2010
Thelypteris eriosora (Fée) Ponce	350442	Thelypteris eriosora	Thelypteridaceae		Thelypteridaceae	CR	Criticamente em Perigo	2008
Physocalyx aurantiacus Pohl	309621	Physocalyx aurantiacus	Orobanchaceae		Orobanchaceae	VU	Vulnerável	2008
Centropomus parallelus Poey 1860	162535	Centropomus parallelus	Centropomidae		Centropomus parallelus	CR	Criticamente em Perigo	2010
Constantia cipoensis Porto & Brade	347458	Constantia cipoensis	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Buddleja longiflora Brade	280844	Buddleja longiflora	Scrophulariaceae		Scrophulariaceae	EN	Em Perigo	2008
Morphnus guianensis (Daudin, 1800)	241188	Morphnus guianensis	Accipitridae		Morphnus guianensis	CR	Criticamente em Perigo	2010
Acianthera duartei (Hoehne) Pridgeon & M.W. Chase	342214	Acianthera duartei	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Hypoleria fallens (Haensch, 1905)						VU	Vulnerável	2010
Chrysophyllum imperiale (Linden ex Koch) Benth. & Hook.	280755	Chrysophyllum imperiale	Sapotaceae		Sapotaceae	EN	Em Perigo	2008
Cryptanthus warasii E. Pereira	313899	Cryptanthus warasii	Bromeliaceae		Bromeliaceae	EN	Em Perigo	2008
Dalbergia nigra (Vell.) Allemão ex Benth.	301345	Dalbergia nigra	Fabaceae		Fabaceae	VU	Vulnerável	2008
Abrawayaomys ruschii Cunha e Cruz, 1979	251627	Abrawayaomys ruschii	Cricetidae		Abrawayaomys ruschii	VU	Vulnerável	2010
Accipiter poliogaster (Temminck, 1824)	113751	Accipiter poliogaster	Accipitridae		Accipiter poliogaster	CR	Criticamente em Perigo	2010
Lippia oxycnemis Schauer	297697	Lippia oxycnemis	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Pseudolaelia citrina Pabst	348095	Pseudolaelia citrina	Orchidaceae		Orchidaceae	VU	Vulnerável	2008
Campyloneurum fallax Fée	348708	Campyloneurum fallax	Polypodiaceae		Polypodiaceae	CR	Criticamente em Perigo	2008
Ara chloropterus Gray, 1859	206613	Ara chloropterus	Psittacidae		Ara chloropterus	CR	Criticamente em Perigo	2010
Mimosa parviceps Barneby	323083	Mimosa parviceps	Fabaceae		Fabaceae	EN	Em Perigo	2008
Ipomoea neurocephala Hallier f.	315653	Ipomoea neurocephala	Convolvulaceae		Convolvulaceae	EN	Em Perigo	2008
Diplusodon orbicularis Koehne	389805	Diplusodon orbicularis	Lythraceae		Lythraceae	VU	Vulnerável	2008
Lycianthes repens (Spreng.) Bitter	281400	Lycianthes repens	Solanaceae		Solanaceae	CR	Criticamente em Perigo	2008
Sophronitis caulescens (Lindl.) Van den Berg & M.W.Chase	348192	Sophronitis caulescens	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Actinocephalus claussenianus (Koern.) Sano	316358	Actinocephalus claussenianus	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Catasetum macrocarpum Rich. ex Kunth Rich. ex Kunth	343152	Catasetum macrocarpum	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Xyris jolyi Wand. & Cerati	351554	Xyris jolyi	Xyridaceae		Xyridaceae	EN	Em Perigo	2008
Thelypteris macrophylla (Kunze) C.V. Morton	350521	Thelypteris macrophylla	Thelypteridaceae		Thelypteridaceae	EN	Em Perigo	2008
Mandirola ichthyostoma (Gardner) Seem. ex Hanst.	329195	Mandirola ichthyostoma	Gesneriaceae		Gesneriaceae	CR	Criticamente em Perigo	2008
Colanthelia distans (Trin.) McClure	276444	Colanthelia distans	Poaceae		Poaceae	CR	Criticamente em Perigo	2008
Lychnophoriopsis heterotheca Sch.Bip.	378468	Lychnophoriopsis heterotheca	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Stevia organensis Gardner	379987	Stevia organensis	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Mycteria americana Linnaeus, 1758	148869	Mycteria americana	Ciconiidae		Mycteria americana	VU	Vulnerável	2010
Oxalis kuhlmannii Lourteig	274239	Oxalis kuhlmannii	Oxalidaceae		Oxalidaceae	VU	Vulnerável	2008
Xyris blepharophylla Mart.	297984	Xyris blepharophylla	Xyridaceae		Xyridaceae	VU	Vulnerável	2008
Pseudotrimezia synandra Ravenna	320347	Pseudotrimezia synandra	Iridaceae		Iridaceae	CR	Criticamente em Perigo	2008
Cissus xerophila Lombardi						CR	Criticamente em Perigo	2008
Marcetia semiriana A.B.Martins	322130	Marcetia semiriana	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Paepalanthus distichophyllus Mart.	316876	Paepalanthus distichophyllus	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Berberis camposportoi Brade	278393	Berberis campos-portoi	Berberidaceae		Berberidaceae	VU	Vulnerável	2008
Couepia monteclarensis Prance	286980	Couepia monteclarensis	Chrysobalanaceae		Chrysobalanaceae	VU	Vulnerável	2008
Memora campicola Pig.	384864	Memora campicola	Bignoniaceae		Bignoniaceae	VU	Vulnerável	2008
Lippia pseudothea (St. Hil.) Schauer	351135	Lippia pseudothea	Verbenaceae		Verbenaceae	VU	Vulnerável	2008
Paliavana plumerioides Chautems	279214	Paliavana plumerioides	Gesneriaceae		Gesneriaceae	CR	Criticamente em Perigo	2008
Uebelmannia buiningii Donald	368488	Uebelmannia buiningii	Cactaceae		Cactaceae	CR	Criticamente em Perigo	2008
Cyathea bipinnatifida (Baker) Domin	298908	Cyathea bipinnatifida	Cyatheaceae		Cyatheaceae	CR	Criticamente em Perigo	2008
Cyathea praecincta (Kunze) Domin	299003	Cyathea praecincta	Cyatheaceae		Cyatheaceae	CR	Criticamente em Perigo	2008
Odontophorus capueira (Spix, 1825)	246437	Odontophorus capueira	Odontophoridae		Odontophorus capueira	EN	Em Perigo	2010
Athyrium filix-femina (L.) Roth	350665	Athyrium filix-femina	Athyriaceae		Athyriaceae	CR	Criticamente em Perigo	2008
Syngonanthus itambeensis Silveira	332398	Syngonanthus itambeensis	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Tabebuia alba (Cham.) Sandwith	386914	Tabebuia alba	Bignoniaceae		Bignoniaceae	VU	Vulnerável	2008
Cotinga maculata (Statius Muller, 1776)	156896	Cotinga maculata	Cotingidae		Cotinga maculata	CR	Criticamente em Perigo	2010
Rhipsalis russellii Britton & Rose	368391	Rhipsalis russellii	Cactaceae		Cactaceae	VU	Vulnerável	2008
Maytenus horrida Reissek	308304	Maytenus horrida	Celastraceae		Celastraceae	VU	Vulnerável	2008
Pilosocereus fulvilanatus fulvilanatus (Buining & Brederoo) F.Ritter	368177	Pilosocereus fulvilanatus subsp. fulvilanatus	Cactaceae		Cactaceae	VU	Vulnerável	2008
Cyrtopodium macedoi J.A.N.Bat. & L. Bianch.	347524	Cyrtopodium macedoi	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Tacinga braunii Esteves	368461	Tacinga braunii	Cactaceae		Cactaceae	EN	Em Perigo	2008
Bulbostylis edwalliana (Boeck.) Prata & M.G. López	350724	Bulbostylis edwalliana	Cyperaceae		Cyperaceae	VU	Vulnerável	2008
Sophronitis coccinea Rchb. f.	364768	Sophronitis coccinea	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Mimosa lithoreas Barneby	322979	Mimosa lithoreas	Fabaceae		Fabaceae	EN	Em Perigo	2008
Pellaea gleichenioides (Hook.) Christ	349889	Pellaea gleichenioides	Pteridaceae		Pteridaceae	EN	Em Perigo	2008
Chionolaena latifolia (Benth.) Baker	335298	Chionolaena latifolia	Asteraceae		Asteraceae	VU	Vulnerável	2008
Stachytarpheta longispicata brevibracteata (Moldenke) S.Atkins	369054	Stachytarpheta longispicata subsp. brevibracteata	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Schizaea fluminensis Miers	350125	Schizaea fluminensis	Schizaeaceae		Schizaeaceae	CR	Criticamente em Perigo	2008
Steindachneridion amblyurum (Eigenmann & Eigenmann, 1889)	269138	Steindachneridion amblyurum	Pimelodidae		Steindachneridion amblyurum	CR	Criticamente em Perigo	2010
Constantia cristinae F.E.L.Miranda	347463	Constantia cristinae	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Pilocarpus giganteus Engl.	366282	Pilocarpus giganteus	Rutaceae		Rutaceae	VU	Vulnerável	2008
