"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Tithorea harmonia caissara (J. Zikán, 1941)","262812","Tithorea harmonia caissara","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Spintherobolus broccae Myers, 1925","202468","Spintherobolus broccae","Characidae",,"Characidae","NT","Em perigo","2014"
"Tylosurus acus (Lacepède, 1803)","272895","Tylosurus acus","Belonidae",,"Belonidae","DD","Dados Insuficientes","2014"
"Mabuya guaporicola Dunn, 1936","195004","Mabuya guaporicola","Scincidae",,"Scincidae","NT","Em perigo","2014"
"Thamnophilus torquatus Swainson, 1825","231090","Thamnophilus torquatus","Thamnophilidae",,"Thamnophilidae","NT","Quase Ameaçada","2014"
"Chrysolampis mosquitus (Linnaeus, 1758)","115447","Chrysolampis mosquitus","Trochilidae",,"Trochilidae","DD","Dados Insuficientes","2014"
"Glyphonycteris sylvestris (Thomas, 1896)","142737","Glyphonycteris sylvestris","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Eunice sebastiani Nonato, 1965","190723","Eunice sebastiani","Eunicidae",,"Eunicidae","NT","Em perigo","2014"
"Hemipsilichthys gobio (Lütken, 1874)","204044","Hemipsilichthys gobio","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Nyctinomops aurispinosus (Peale, 1848)","153948","Nyctinomops aurispinosus","Molossidae",,"Molossidae","DD","Dados Insuficientes","2014"
"Bokermannohyla izecksohni (Jim & Caramaschi, 1979)","155329","Bokermannohyla izecksohni","Hylidae",,"Hylidae","DD","Dados Insuficientes","2014"
"Diopatra cuprea Bosc, 1802","216406","Diopatra cuprea","Onuphidae",,"Onuphidae","NT","Em perigo","2014"
"Phleocryptes melanops (Vieillot, 1817)","263225","Phleocryptes melanops","Furnariidae",,"Furnariidae","NT","Em perigo","2014"
"Pecari tajacu (Linnaeus, 1758)","130576","Pecari tajacu","Tayassuidae",,"Tayassuidae","NT","Quase Ameaçada","2014"
"Paratelmatobius antiqueira Pombal & Haddad, 1999",,,,,,"DD","Dados Insuficientes","2014"
"Corallus cropanii (Hoge, 1953)","268420","Corallus cropani","Boidae",,"Boidae","NT","Em perigo","2014"
"Upeneus parvus Poey, 1852","186862","Upeneus parvus","Mullidae",,"Mullidae","DD","Dados Insuficientes","2014"
"Schematiza aneurica Bechyné, 1956","144764","Schematiza aneurica","Chrysomelidae",,"Chrysomelidae","NT","Em perigo","2014"
"Doxocopa zalmunna (Butler, 1869)","231914","Doxocopa zalmunna","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Eurythoe complanata (Pallas, 1778)","212764","Eurythoe complanata","Amphinomidae",,"Amphinomidae","NT","Em perigo","2014"
"Oxydrepanus aff. brasiliensis Putzeys, 1866 (Gruta da Arataca - Iporanga)",,,,,,"NT","Em perigo","2014"
"Philodryas agassizii (Jan, 1863)","243755","Philodryas agassizii","Dipsadidae",,"Dipsadidae","NT","Em perigo","2014"
"Eumops glaucinus (Wagner, 1843)","153954","Eumops glaucinus","Molossidae",,"Molossidae","DD","Dados Insuficientes","2014"
"Anodontites tenebricosus (Lea, 1856)","189953","Anodontites tenebricosus","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Pteroglossus castanotis Gould, 1834","148888","Pteroglossus castanotis","Ramphastidae",,"Ramphastidae","NT","Em perigo","2014"
"Brachyhypopomus jureiae Triques & Khamis, 2003","187096","Brachyhypopomus jureiae","Hypopomidae",,"Hypopomidae","NT","Em perigo","2014"
"Spintherobolus leptoura Weitzman & Malabarba, 1999","264462","Spintherobolus leptoura","Characidae",,"Characidae","NT","Em perigo","2014"
"Heptapterus multiradiatus Ihering, 1907","208847","Heptapterus multiradiatus","Heptapteridae",,"Heptapteridae","NT","Em perigo","2014"
"Rhagomys rufescens (Thomas, 1886)","174874","Rhagomys rufescens","Cricetidae",,"Cricetidae","DD","Dados Insuficientes","2014"
"Tinamus solitarius (Vieillot, 1819)","265270","Tinamus solitarius","Tinamidae",,"Tinamidae","NT","Em perigo","2014"
"Hisonotus paulinus (Regan, 1908)","204194","Hisonotus paulinus","Loricariidae",,"Loricariidae","DD","Dados Insuficientes","2014"
"Nyctibius aethereus (Wied, 1820)","199034","Nyctibius aethereus","Nyctibiidae",,"Nyctibiidae","NT","Em perigo","2014"
"Mazama nana (Hensel, 1872)","136370","Mazama nana","Cervidae",,"Cervidae","NT","Em perigo","2014"
"Thalassarche chlororhynchos (Gmelin, 1789)","179041","Thalassarche chlororhynchos","Diomedeidae",,"Diomedeidae","NT","Em perigo","2014"
"Buteogallus aequinoctialis (Gmelin, 1788)","178785","Buteogallus aequinoctialis","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Steindachneridion parahybae Eigenmann & Eigenmann, 1888","237713","Steindachneridion parahybae","Pimelodidae",,"Pimelodidae","NT","Em perigo","2014"
"Diplodon caipira (Ihering, 1893)",,,,,,"NT","Em perigo","2014"
"Pseudopaludicola ternetzi Miranda-Ribeiro, 1937","199137","Pseudopaludicola ternetzi","Leptodactylidae",,"Leptodactylidae","DD","Dados Insuficientes","2014"
"Harengula jaguana Poey, 1865","150109","Harengula jaguana","Clupeidae",,"Clupeidae","DD","Dados Insuficientes","2014"
"Penelope superciliaris Temminck, 1815","156036","Penelope superciliaris","Cracidae",,"Cracidae","NT","Quase Ameaçada","2014"
"Acantochelys spixii (Duméril & Bibron, 1835)","170795","Acanthochelys spixii","Chelidae",,"Chelidae","DD","Dados Insuficientes","2014"
"Arrhopalites aff. coecus Tullberg, 1871 (Gruta da Aegla, Sistema das Areias e Gruta da Figueira - Iporanga)",,,,,,"NT","Em perigo","2014"
"Brucepattersonius igniventris Hershkovitz, 1998","220424","Brucepattersonius igniventris","Cricetidae",,"Cricetidae","DD","Dados Insuficientes","2014"
"Brachysiderus paranensis Arrow, 1902","211091","Brachysiderus (Minisiderus) paranensis","Melolonthidae",,"Melolonthidae","NT","Em perigo","2014"
"Mesenopsis albivitta (Lathy, 1904)","169425","Mesenopsis albivitta","Riodinidae",,"Riodinidae","DD","Dados Insuficientes","2014"
"Callithrix aurita (É. Geoffroy, 1812)","124614","Callithrix aurita","Callitrichidae",,"Callitrichidae","NT","Em perigo","2014"
"Lophius gastrophysus Miranda Ribeiro, 1915","203328","Lophius gastrophysus","Lophiidae",,"Lophiidae","NT","Quase Ameaçada","2014"
"Philodryas olfersii herbeus (Wied, 1825)",,,,,,"DD","Dados Insuficientes","2014"
"Phalotris nasutus (Gomes, 1915)","180930","Phalotris nasutus","Dipsadidae",,"Dipsadidae","NT","Em perigo","2014"
"Anchoa tricolor (Spix & Agassiz, 1829)","250239","Anchoa tricolor","Engraulidae",,"Engraulidae","DD","Dados Insuficientes","2014"
"Taoniscus nanus (Temminck, 1815)","265459","Taoniscus nanus","Tinamidae",,"Tinamidae","NT","Em perigo","2014"
"Rhynchodemus piptus Marcus, 1952","201272","Rhynchodemus piptus","Geoplanidae",,"Geoplanidae","NT","Em perigo","2014"
"Characidium oiticicai Travassos, 1967","156804","Characidium oiticicai","Crenuchidae",,"Crenuchidae","NT","Em perigo","2014"
"Leopardus pardalis (Linnaeus, 1758)","195743","Leopardus pardalis","Felidae","Animalia","Felidae","NT","Em perigo","2014"
"Circus buffoni (Gmelin, 1788)","210237","Circus buffoni","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Asterina stellifera (Möbius, 1859)","200487","Asterina stellifera","Asterinidae",,"Asterinidae","NT","Em perigo","2014"
"Pseudochthonius strinatii Beier, 1969","115150","Pseudochthonius strinatii","Chthoniidae",,"Chthoniidae","NT","Em perigo","2014"
"Thylamys velutinus (Wagner, 1842)","147499","Thylamys velutinus","Didelphidae",,"Didelphidae","NT","Em perigo","2014"
"Dasyatis guttata (Bloch & Schneider, 1801)","205722","Dasyatis guttata","Dasyatidae",,"Dasyatidae","DD","Dados Insuficientes","2014"
"Philodryas livida (Amaral, 1932)","212400","Philodryas livida","Dipsadidae",,"Dipsadidae","NT","Em perigo","2014"
"Thalassarche melanophris (Temminck, 1828)","211183","Thalassarche melanophris","Diomedeidae",,"Diomedeidae","NT","Em perigo","2014"
"Dacnis nigripes Pelzeln, 1856","170239","Dacnis nigripes","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Tivela ventricosa Gray, 1838","150716","Tivela ventricosa","Veneridae",,"Veneridae","NT","Em perigo","2014"
"Megasoma anubis (Chevrolat, 1836)","114214","Megasoma (Megasoma) anubis","Melolonthidae",,"Melolonthidae","NT","Em perigo","2014"
"Mycteria americana Linnaeus, 1758","148869","Mycteria americana","Ciconiidae",,"Ciconiidae","NT","Quase Ameaçada","2014"
"Bagre marinus (Mitchill, 1815)","166994","Bagre marinus","Ariidae",,"Ariidae","NT","Quase Ameaçada","2014"
"Chelidoptera tenebrosa (Pallas, 1782)","120026","Chelidoptera tenebrosa","Bucconidae","Animalia","Bucconidae","NT","Em perigo","2014"
"Amazona vinacea (Kuhl, 1820)","175040","Amazona vinacea","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Cyanoloxia moesta (Hartlaub, 1853)",,,,,,"NT","Em perigo","2014"
"Potamolithus aff. 3 troglobius (Caverna Betari de Baixo - Iporanga)",,,,"Animalia",,"NT","Em perigo","2014"
"Phalotris matogrossensis Lema, D'Agostini & Cappellari, 2005","149538","Phalotris matogrossensis","Dipsadidae",,"Dipsadidae","DD","Dados Insuficientes","2014"
"Dendroica cerulea (Wilson, 1810)",,,,,,"DD","Dados Insuficientes","2014"
"Anhima cornuta (Linnaeus, 1766)","214125","Anhima cornuta","Anhimidae",,"Anhimidae","NT","Em perigo","2014"
"Ara ararauna (Linnaeus, 1758)","206571","Ara ararauna","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Brachygalba lugubris (Swainson, 1838)","232054","Brachygalba lugubris","Galbulidae",,"Galbulidae","NT","Em perigo","2014"
"Dichotomius buqueti Lucas, 1857","192464","Dichotomius (Dichotomius) buqueti","Scarabaeidae",,"Scarabaeidae","NT","Em perigo","2014"
"Arrhopalites gnaspinii Palacios-Vargas & Zeppelini, 1995","198784","Arrhopalites gnaspinii","Arrhopalitidae",,"Arrhopalitidae","NT","Em perigo","2014"
"Cercosaura ocellata Wagler, 1830","141843","Cercosaura ocellata","Gymnophthalmidae",,"Gymnophthalmidae","NT","Em perigo","2014"
"Lonchorhina aurita Tomes, 1863","142716","Lonchorhina aurita","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Brachyteles arachnoides (É. Geoffroy, 1806)","200802","Brachyteles arachnoides","Atelidae",,"Atelidae","NT","Em perigo","2014"
"Trinomys dimidiatus (Günther, 1877)","119984","Trinomys dimidiatus","Echimyidae",,"Echimyidae","DD","Dados Insuficientes","2014"
"Sporophila palustris (Barrows, 1883)","138947","Sporophila palustris","Thraupidae","Animalia","Thraupidae","NT","Em perigo","2014"
"Casiornis rufus (Vieillot, 1816)","116478","Casiornis rufus","Tyrannidae","Animalia","Tyrannidae","NT","Quase Ameaçada","2014"
"Taunayia bifasciata (Eigenmann & Norris, 1900)","208973","Taunayia bifasciata","Heptapteridae",,"Heptapteridae","NT","Em perigo","2014"
"Mimagoniates lateralis (Nichols, 1913)","233224","Mimagoniates lateralis","Characidae",,"Characidae","NT","Em perigo","2014"
"Crypturellus noctivagus (Wied, 1820)","139594","Crypturellus noctivagus","Tinamidae",,"Tinamidae","NT","Em perigo","2014"
"Cyanoloxia brissonii (Lichtenstein, 1823)","127889","Cyanoloxia brissonii","Cardinalidae",,"Cardinalidae","NT","Em perigo","2014"
"Phyllomys medius (Thomas, 1909)","183818","Phyllomys medius","Echimyidae",,"Echimyidae","DD","Dados Insuficientes","2014"
"Aphyocheirodon hemigrammus Eigenmann, 1915","138578","Aphyocheirodon hemigrammus","Characidae",,"Characidae","NT","Em perigo","2014"
"Rhizoprionodon lalandii (Müller & Henle, 1839)","160473","Rhizoprionodon lalandii","Carcharhinidae",,"Carcharhinidae","NT","Quase Ameaçada","2014"
"Pimelodella kronei (Ribeiro, 1907)","240007","Pimelodella kronei","Heptapteridae",,"Heptapteridae","NT","Em perigo","2014"
"Tivela ventricosa Gray, 1838","150716","Tivela ventricosa","Veneridae",,"Veneridae","NT","Em perigo","2014"
"Akodon serrensis Thomas, 1902","125389","Akodon serrensis","Cricetidae",,"Cricetidae","NT","Quase Ameaçada","2014"
"Diplodon fontainianus (Orbigny, 1835)","160573","Diplodon fontainianus","Hyriidae",,"Hyriidae","NT","Em perigo","2014"
"Listrura camposi (Miranda-Ribeiro, 1957)","142655","Listrura camposi","Trichomycteridae",,"Trichomycteridae","NT","Em perigo","2014"
"Rhynchotus rufescens (Temminck, 1815)","265264","Rhynchotus rufescens","Tinamidae",,"Tinamidae","NT","Em perigo","2014"
"Didemnum tetrahedrum Dias & Rodrigues, 2004","114362","Didemnum tetrahedrum","Didemnidae",,"Didemnidae","NT","Em perigo","2014"
"Abrawayaomys ruschii Cunha & Cruz, 1979","251627","Abrawayaomys ruschii","Cricetidae",,"Cricetidae","NT","Quase Ameaçada","2014"
"Busarellus nigricollis (Latham, 1790)","178788","Busarellus nigricollis","Accipitridae","Animalia","Accipitridae","NT","Em perigo","2014"
"Megasoma gyas gyas (Herbst, 1785)","114649","Megasoma (Megasoma) gyas gyas","Melolonthidae",,"Melolonthidae","NT","Em perigo","2014"
"Bokermannohyla sazimai (Cardoso & Andrade, 1983""1982"")",,,,,,"DD","Dados Insuficientes","2014"
"Dasyophthalma geraensis Rebel, 1922","271596","Dasyophthalma geraensis","Nymphalidae",,"Nymphalidae","NT","Em perigo","2014"
"Yporangiella stygius Schubart,1946","113777","Yporangiella stygius","Pyrgodesmidae",,"Pyrgodesmidae","NT","Em perigo","2014"
"Umbrina canosai Berg, 1895","194681","Umbrina canosai","Sciaenidae",,"Sciaenidae","NT","Quase Ameaçada","2014"
"Pseudocolopteryx flaviventris (d'Orbigny & Lafresnaye, 1837)","116457","Pseudocolopteryx flaviventris","Tyrannidae","Animalia","Tyrannidae","DD","Dados Insuficientes","2014"
"Liotyphlops schubarti Vanzolini, 1948","151258","Liotyphlops schubarti","Anomalepididae",,"Anomalepididae","NT","Quase Ameaçada","2014"
"Columbina cyanopis (Pelzeln, 1870)","152733","Columbina cyanopis","Columbidae",,"Columbidae","NT","Em perigo","2014"
"Mazama americana (Erxleben, 1777)","262097","Mazama americana","Cervidae",,"Cervidae","NT","Em perigo","2014"
"Micronycteris brosseti Simmons & Voss, 1998","206105","Micronycteris brosseti","Phyllostomidae",,"Phyllostomidae","DD","Dados Insuficientes","2014"
"Euvola ziczac (Linnaeus 1758)","229076","Euvola ziczac","Pectinidae",,"Pectinidae","NT","Em perigo","2014"
"Dichotomius pauloensis Lüderwaldt, 1925","255397","Dichotomius (Selenocopris) pauloensis","Scarabaeidae",,"Scarabaeidae","DD","Dados Insuficientes","2014"
"Mesaphorura iowensis (Mills, 1932)","179872","Mesaphorura iowensis","Tullbergiidae",,"Tullbergiidae","NT","Quase Ameaçada","2014"
"Alouatta caraya (Humboldt, 1812)","200494","Alouatta caraya","Atelidae",,"Atelidae","NT","Em perigo","2014"
"Cathartes burrovianus Cassin, 1845","130074","Cathartes burrovianus","Cathartidae",,"Cathartidae","NT","Quase Ameaçada","2014"
"Pyura millari Rodrigues 1966","179143","Pyura millari","Pyuridae",,"Pyuridae","DD","Dados Insuficientes","2014"
"Thalassoma noronhanum (Boulenger, 1890)","258994","Thalassoma noronhanum","Labridae",,"Labridae","NT","Quase Ameaçada","2014"
"Megalobulimus paranaguensis Pilsbry & Ihering, 1900","208604","Megalobulimus paranaguensis","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Sesarma rectum Randall, 1840","198783","Sesarma rectum","Sesarmidae",,"Sesarmidae","DD","Dados Insuficientes","2014"
"Ara chloropterus Gray, 1859","206613","Ara chloropterus","Psittacidae","Animalia","Psittacidae","NT","Em perigo","2014"
"Otothyris juquiae Garavello, Britski & Schaefer, 1998","204087","Otothyris juquiae","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Aegla strinatii Turkay, 1972","150233","Aegla strinatii","Aeglidae",,"Aeglidae","NT","Em perigo","2014"
"Lontra longicaudis (Olfers, 1818)","174453","Lontra longicaudis","Mustelidae",,"Mustelidae","NT","Quase Ameaçada","2014"
"Megalobulimus fragilior Ihering, 1901","208549","Megalobulimus fragilior","Megalobulimidae",,"Megalobulimidae","NT","Em perigo","2014"
"Holochilus brasiliensis (Desmarest, 1819)","188584","Holochilus brasiliensis","Cricetidae",,"Cricetidae","DD","Dados Insuficientes","2014"
"Laterallus exilis (Temminck, 1831)","242786","Laterallus exilis","Rallidae",,"Rallidae","DD","Dados Insuficientes","2014"
"Dryocopus galeatus (Temminck, 1822)",,,,,,"NT","Em perigo","2014"
"Lasiurus ebenus Fazzolari-Corrêa, 1994","214190","Lasiurus (Lasiurus) ebenus","Vespertilionidae",,"Vespertilionidae","NT","Em perigo","2014"
"Campephilus robustus (Lichtenstein, 1818)","142751","Campephilus robustus","Picidae",,"Picidae","NT","Quase Ameaçada","2014"
"Citharichthys spilopterus Günther, 1862","130430","Citharichthys spilopterus","Paralichthyidae",,"Paralichthyidae","DD","Dados Insuficientes","2014"
"Saltator maximus (Statius Muller, 1776)","264801","Saltator maximus","Thraupidae","Animalia","Thraupidae","DD","Dados Insuficientes","2014"
"Cochlearius cochlearius (Linnaeus, 1766)","197918","Cochlearius cochlearius","Ardeidae",,"Ardeidae","NT","Em perigo","2014"
"Nyctanassa violacea (Linnaeus, 1758)","270973","Nyctanassa violacea","Ardeidae",,"Ardeidae","NT","Em perigo","2014"
"Drymoluber brazili (Gomes, 1918)","246620","Drymoluber brazili","Colubridae",,"Colubridae","DD","Dados Insuficientes","2014"
"Micrococcyx cinereus (Vieillot, 1817)","159137","Micrococcyx cinereus","Cuculidae",,"Cuculidae","DD","Dados Insuficientes","2014"
"Lipaugus lanioides (Lesson, 1844)","249593","Lipaugus lanioides","Cotingidae",,"Cotingidae","NT","Em perigo","2014"
"Centropyge aurantonotus Burgess, 1974","150689","Centropyge aurantonotus","Pomacanthidae",,"Pomacanthidae","NT","Quase Ameaçada","2014"
"Herpsilochmus longirostris Pelzeln, 1868","230971","Herpsilochmus longirostris","Thamnophilidae",,"Thamnophilidae","NT","Em perigo","2014"
"Exomalopsis (Phanomalopsis) atlantica Silveira, 1996","164521","Exomalopsis (Phanomalopsis) atlantica","Apidae",,"Apidae","NT","Em perigo","2014"
"Bothus lunatus (Linnaeus, 1758)","237900","Bothus lunatus","Bothidae",,"Bothidae","DD","Dados Insuficientes","2014"
"Pareiorhina brachyrhyncha Chamon, Aranda & Buckup, 2005","204050","Pareiorhina brachyrhyncha","Loricariidae",,"Loricariidae","NT","Em perigo","2014"
"Diclidurus scutatus Peters, 1869","247523","Diclidurus scutatus","Emballonuridae",,"Emballonuridae","NT","Em perigo","2014"
"Entomobrya ataquensis Arlé, 1960","123720","Entomobrya ataquensis","Entomobryidae",,"Entomobryidae","DD","Dados Insuficientes","2014"
"Anodontites trapesialis Lamarck, 1819","190228","Anodontites trapesialis","Mycetopodidae",,"Mycetopodidae","NT","Em perigo","2014"
"Trogolaphysa hauseri Yosii, 1988","132159","Trogolaphysa hauseri","Paronellidae",,"Paronellidae","NT","Em perigo","2014"
"Aliger costatus (Gmelin, 1791)","251299","Aliger costatus","Strombidae",,"Strombidae","NT","Em perigo","2014"
"Hylocharis sapphirina (Gmelin, 1788)","147037","Hylocharis sapphirina","Trochilidae",,"Trochilidae","NT","Em perigo","2014"
"Gonyostomus insularis (Leme, 1974)","189238","Gonyostomus insularis","Strophocheilidae",,"Strophocheilidae","NT","Em perigo","2014"
"Callinectes larvatus Ordway, 1863","202693","Callinectes larvatus","Portunidae",,"Portunidae","DD","Dados Insuficientes","2014"
"Hydropsalis forcipata (Nitzsch, 1840)","127514","Hydropsalis forcipata","Caprimulgidae",,"Caprimulgidae","NT","Quase Ameaçada","2014"
"Geoplana regia Froelich, 1955","138758","Geoplana regia","Geoplanidae",,"Geoplanidae","NT","Em perigo","2014"
"Leopardus wiedii (Schinz, 1821)","131597","Leopardus wiedii","Felidae","Animalia","Felidae","NT","Em perigo","2014"
