"Familia";"Nome_Cientifico";"Categoria";"Cod.";"Fonte";"Lista";"Dispositivo_Legal"
"APOCYNACEAE";"Minaria volubilis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"APOCYNACEAE";"Oxypetalum mexiae";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"APOCYNACEAE";"Tabernaemontana cumata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARACEAE";"Anthurium jureianum";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARACEAE";"Anthurium langsdorffii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARACEAE";"Anthurium lucidum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARACEAE";"Anthurium luschnathianum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARACEAE";"Philodendron fragile";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARACEAE";"Philodendron spiritus-sancti";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARALIACEAE";"Schefflera sprucei";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARALIACEAE";"Schefflera succinea";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Allagoptera brevicalyx";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Attalea barreirensis";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Attalea brasiliensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Butia capitata";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Butia leptospatha";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Butia purpurascens";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Syagrus glaucescens";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARECACEAE";"Syagrus picrophylla";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARISTOLOCHIACEAE";"Aristolochia hypoglauca";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ARNELLIACEAE";"Southbya organensis";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASPLENIACEAE";"Asplenium beckeri";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASPLENIACEAE";"Asplenium castaneum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASPLENIACEAE";"Asplenium trindadense";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aldama corumbensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aldama filifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aldama goyazii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aldama linearifolia";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aldama paranensis";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aldama vernonioides";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia almasensis";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia belo-horizontinae";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia caudata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia diamantinae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia diffusiflora";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia diniz-cruzeanae";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia eglerii";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia espinhacensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia grazielae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia jugata";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia ovalifolia";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia pereirae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia prostrata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia reticulata";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Aspilia silphioides";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Baccharis aracatubensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Baccharis penningtonii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Baccharis pseudoalpestris";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Caatinganthus rubropappus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Calea abbreviata";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Chaptalia hermogenis";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Chromolaena angusticeps";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Chromolaena costatipes";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Chrysolaena nicolackii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Dendrophorbium catharinense";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Dimerostemma annuum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Dimerostemma grazielae";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Dimerostemma myrtifolium";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Disynaphia praeficta";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Disynaphia variolata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Echinocoryne echinocephala";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Eremanthus argenteus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Eremanthus polycephalus";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Ichthyothere elliptica";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lepidaploa gnaphalioides";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lepidaploa spixiana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Leptostelma catharinense";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus adenophyllus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus constrictus";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus eitenii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus exiguus";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus irwinii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus pumillus";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus rosmarinifolius";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus souzae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus stoechas";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus venosissimus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lessingianthus westermanii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lomatozona artemisiifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lychnophora crispa";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lychnophora martiana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lychnophora mello-barretoi";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lychnophora reticulata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lychnophora rosmarinifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Lychnophoriopsis candelabrum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Mikania additicia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Mikania argyreiae";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Mikania itambana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Mikania pinnatiloba";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Moquiniastrum argyreum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Moquiniastrum hatschbachii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Noticastrum hatschbachii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Noticastrum malmei";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Noticastrum psammophilum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Panphalea araucariophila";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Panphalea cardaminifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Panphalea maxima";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Panphalea ramboi";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Panphalea smithii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Perezia eryngioides";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Perezia multiflora";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Picrosia cabreriana";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Piptolepis imbricata";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Piptolepis leptospermoides";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Schlechtendalia luzulifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Senecio caparaoensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Senecio ramboanus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Senecio riograndensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Stenachaenium macrocephalum";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Stevia selloi";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Stifftia fruticosa";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Stilpnopappus suffruticosus";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Strophopappus bicolor";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Strophopappus ferrugineus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Trichocline linearifolia";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Verbesina pseudoclaussenii";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"ASTERACEAE";"Wunderlichia cruelsiana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia apparicioi";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia besleriifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia dentatiloba";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia inconspicua";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia jureiensis";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia organensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia paranaensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia pluvialis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia salesopolensis";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia scharffii";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia smilacina";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia stenolepis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia toledoana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia venosa";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BEGONIACEAE";"Begonia vicina";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Adenocalymma dichilum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Anemopaegma mirabile";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Digomphia densicoma";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Fridericia crassa";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Handroanthus arianeae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Handroanthus riodocensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Handroanthus spongiosus";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Jacaranda crassifolia";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Jacaranda grandifoliolata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Jacaranda intricata";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Jacaranda microcalyx";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BIGNONIACEAE";"Jacaranda rugosa";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BLECHNACEAE";"Blechnum andinum";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BLECHNACEAE";"Blechnum squamipes";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea cariocae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea castanea";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea depressa";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea gustavoi";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea kertesziae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea marginalis";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea muricata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea sphaerocephala";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Aechmea werdermannii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Alcantarea farneyi";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Alcantarea geniculata";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Alcantarea glaziouana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Alcantarea nevaresii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Billbergia brasiliensis";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Bromelia braunii";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Bromelia macedoi";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Canistropsis elata";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Canistrum alagoanum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Canistrum aurantiacum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Canistrum pickelii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Cryptanthus burle-marxii";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Cryptanthus fosterianus";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Cryptanthus glazioui";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Cryptanthus minarum";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Cryptanthus zonatus";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Deuterocohnia meziana";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Dyckia fosteriana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Dyckia monticola";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Dyckia pseudococcinea";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Eduandrea selloana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Encholirium disjunctum";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Guzmania monostachia";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Guzmania sanguinea";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Lapanthus duartei";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Neoregelia hoehneana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Neoregelia leprosa";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Neoregelia paulistana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Neoregelia pernambucana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Nidularium atalaiaense";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Nidularium mangaratibense";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Nidularium organense";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Nidularium rosulatum";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Nidularium utriculosum";"Vulnerável";"VU";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Pitcairnia albiflos";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Pitcairnia encholirioides";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Pitcairnia glaziovii";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Pitcairnia limae";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Quesnelia seideliana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Tillandsia brachyphylla";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Tillandsia grazielae";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Tillandsia neglecta";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Tillandsia reclinata";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Tillandsia sucrei";"Criticamente em Perigo";"CR";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"BROMELIACEAE";"Vriesea altimontana";"Em Perigo";"EN";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
