"nome_cientifico";"status_conservacao";"fonte";"lista";"dispositivo_legal"
"Pleurothallis lingua";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Gongylanthus liebmannianus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bulbostylis nesiotis";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Genipa infundibuliformis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nothochilus coccineus";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cissus paucinervia";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Monotagma plurispicatum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Billbergia lymanii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Metzgeria suaneura ";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anathallis kautskyi";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Couepia belemii";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vriesea neoglutinosa";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Utricularia foliosa";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Melocactus violaceus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Humiriastrum spiritu-sancti";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Asplenium praemorsum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anthurium coriaceum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nidularium serratum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Miconia octopetala";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vochysia riedeliana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum chlorinum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Miconia amoena";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anthurium longifolium";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Billbergia lietzei";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nematanthus lanceolatus";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anathallis montipelladensis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Dungsia kautskyi";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Piper casteloense";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Polypodium monoides";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anthurium xanthophylloides";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Piper alnoides";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vriesea plurifolia";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Codonanthe gracilis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bactris pickelii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Dolichoura spiritusanctensis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Huperzia mollicoma";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Herpetacanthus longiflorus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hoffmannseggella munchowiana";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Zollernia modesta";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum cristatum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hiraea bullata";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Sobralia liliastrum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Metzgeria psilocraspeda";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Ocotea confertiflora";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Capparis  nectaria";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Tibouchina castellensis";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum dendrobioides";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cyperus atlanticus";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vriesea delicatula";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Lytocaryum insigne";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Agalinis bandeirensis";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Piptocarpha notata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Dimerandra emarginata";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cyathea poeppigii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Phymatidium glaziovii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Kielmeyera rupestris";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Plinia renatiana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Radula affinis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Lycaste ciliata";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cephalozia crassifolia";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Calathea singularis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Acianthera papillosa";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bulbophyllum boudetianum";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Habenaria carvalhoi";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Ornithophora radicans";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Encyclia burle-marxii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Miconia capixaba";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Asplenium austrobrasiliense";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Peperomia suboppositifolia";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Byrsonima alvimii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Piper laevicarpum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Odontocarya vitis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum carpophorum";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cissus blanchetiana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Belemia fucsioides";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Zygopetalum brachypetalum";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Pteris limae";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Acianthera heringeri";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Justicia congrua";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Trichocentrum fuscum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anthurium ianthinopodum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Calathea sciuroides";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aphelandra nitida";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Ottonia peltata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Melicoccus espiritosantensis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Pallavicinia lyellii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bactris ferruginea";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Tillandsia kautskyi";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Miltonia spectabilis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Sinningia magnifica";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Calathea wioti";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hoffmannseggella  kautskyana";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cryptophoranthus schenckii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia huegelii";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aechmea pedicellata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Elaphoglossum nigrescens";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Dipteranthus pellucidus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Galeandra beyrichii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cissus pulcherrima";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Polystachya rupicola";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Zygopetalum pabstii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cattleya harrisoniana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Mouriri megasperma";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Staurogyne carvalhoi";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aspilia clausseniana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia santoslimae";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia radicans";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Saundersia mirabilis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Schefflera calva";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Campomanesia espiritosantensis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Polypodium trindadense";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cryptanthus odoratissimus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cattleya schofieldiana";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Heliconia episcopalis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vellozia albiflora";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Galeottia ciliata";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Radula schaefer-verwimpii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Tabebuia cristata";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Pavonia multiflora";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Myrcia gilsoniana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Miltonia clowesii";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Schlumbergera kautskyi";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Dungsia harpophylla";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Dichorisandra neglecta";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Houlletia brockelhurstiana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aechmea fosteriana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Fleischmannia remotifolia";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Warrea warreana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia thelmae";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia fruticosa";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bulbophyllum kautskyi";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nidularium ferrugineum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Portea fosteriana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vriesea seideliana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Oxalis kuhlmannii";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Asplenium campos-portoi";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Lellingeria pumila";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cololobus longiangustatus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nematanthus hirtellus";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cryptanthus scaposus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cambessedesia eichleri";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bifrenaria tetragona";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bifrenaria tetragona";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vriesea drepanocarpa";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Neoregelia menescalii";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum imatophyllum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hadrolaelia wittigiana";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Rhynchospora filiformis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Tibouchina boudetii";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Peperomia regelii";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia albidula";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Moldenhawera papillanthera";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Bifrenaria calcarata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aechmea blanchetiana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Mollinedia salicifolia";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum zappii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Pleurothallis henrique-aragonii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Heliconia angusta";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Piper subrugosum";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cryptanthus coriaceus";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Vriesea belloi";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Paliavana tenuiflora";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Rudgea reticulata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Leptolejeunea obfuscata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Heliconia laneana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Meriania calophylla";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Simira grazielae";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Ceradenia capillaris";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Ruellia affinis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Ditassa oberdanii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aphelandra hirta";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Schaueria lophura";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Begonia ibitiocensis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Lankesterella ceracifolia";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Huberia espiritosantensis";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Axonopus pressus";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum setiferum";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Epidendrum paranaense";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hebanthe paniculata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hoffmannseggella macrobulbosa";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Eltroplectris calcarata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cryptanthus fernseeoides";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cissus serroniana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nidularium kautskyanum";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Macrotorus utriculatus";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Trigonidium latifolium";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Govenia utriculata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Calypogeia andicola";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Hebanthe pulverulenta";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Neoregelia lilliputiana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Nematanthus crassifolius";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Pseudolaelia brejetubensis";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Gongora bufonia";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Huperzia quadrifariata";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Marsdenia fontellana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Thelypteris noveana";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Acianthera glumacea";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Huntleya meleagris";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Myrcia isaiana";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Aechmea orlandiana";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Heteropterys trigoniifolia";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Cleistes revoluta";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Tetraplandra dimitrii";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Peperomia cordigera";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Metzgeria brasiliensis";"Vulnerável";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Griffinia colatinensis";"Criticamente em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
"Anthurium radicans";"Em Perigo";"ES";"Lista Flora Ameaçada Espirito Santo";"Decreto Estadual 1499-R"
